SUB	ITEM	critical_word	condition	position	SUM_3RT_trimmed	FullSentence
1513268790	176	air	MC	9	416	The factory built expensive machines to filter the air
1513268790	177	diaper	MC	10	300	Before leaving the driveway, my wife checked the baby's diaper
1513268790	178	fruit	MC	8	439	The farmers were selling a lot of fruit
1513268790	179	wood	MC	11	649	To repair the cabinet, he needed several different types of wood
1513268790	180	dove	MC	11	538	Perched up on the powerline he saw a small, white dove
1513268790	181	font	MC	12	300	Brenda is the editor, and she recently decided to switch the font
1513268790	182	radio	MC	12	585	The woman learned some news about the approaching hurricane on the radio
1513268790	183	island	MC	13	1032.398277	The rescue workers recently found an old hermit living alone on the island
1513268790	184	night	MC	10	717	To keep their relationship secret, they usually meet at night
1513268790	185	flower	MC	11	663	As an anniversary gift, she received a rare kind of flower
1513268790	186	spell	MC	9	300	The students at Hogwarts had trouble understanding the spell
1513268790	187	stripes	MC	10	489	It's easy to recognize a bumblebee because of its stripes
1513268790	188	sleep	MC	10	613	My nephew told us that he didn't want to sleep
1513268790	189	sign	MC	11	300	On their country drive, they had trouble seeing the small sign
1513268790	190	coin	MC	13	466	Because it was rare, he could get some money from selling the coin
1513268790	191	hand	MC	12	489	I couldn't finish writing, because there was something wrong with my hand
1513268790	192	soda	MC	10	521	They were out of lemonade, so instead they drank soda
1513268790	193	needle	MC	11	300	The woman accidentally poked herself with the tip of the needle
1513268790	194	choir	MC	7	437	Every Easter, they heard the church choir
1513268790	195	bees	MC	9	729	She is deathly allergic to those types of bees
1513268790	196	chalk	MC	13	468	After decades, the instructor decided to switch to a new brand of chalk
1513268790	197	elves	MC	10	711	His children thought the games were made by the elves
1513268790	198	skin	MC	10	518	The chemicals floating in the water can damage your skin
1513268790	199	sugar	MC	10	633	My wife didn't notice that I added some more sugar
1513268790	200	siren	MC	11	665	When Dennis got closer to the intersection he heard the siren
1513268790	201	shield	MC	11	516	In the warrior's tomb, the team discovered a large wooden shield
1513268790	202	party	MC	9	300	On the last day, there was a huge party
1513268790	203	court	MC	10	531	Susan was angry at Eric and took him to court
1513268790	204	tea	MC	11	537	At the breakfast buffet, the conference was serving coffee and tea
1513268790	205	lipstick	MC	12	300	At the premier, she wore a black dress and some red lipstick
1513268790	206	banana	MC	9	517	Because of fruit flies, he threw away the banana
1513268790	207	nest	MC	11	658	Up in the poplar tree, the stray cat found a nest
1513268790	208	murder	MC	11	774	Our son was innocent and shouldn't have been arrested for murder
1513268790	209	crown	MC	10	463	On the king's nightstand, the men saw a golden crown
1513268790	210	army	MC	7	545	George chose not to join the army
1513268790	211	neck	MC	12	725	Of all the animals, the flamingo is known for its long neck
1513268790	212	keys	MC	10	606	As she rushed out, she forgot to take her keys
1513268790	213	chess	MC	8	563	The two Russians played another round of chess
1513268790	214	poison	MC	11	563	They were finally able to solve the mouse problem with poison
1513268790	215	gold	MC	11	519	The miners were able to extract lots of iron and gold
1513268790	216	sour	MC	10	483	She spat out the fruit because it was too sour
1513268790	217	blood	MC	9	554	The cafeteria in the prison was covered in blood
1513268790	218	quiet	MC	12	596	The group of people sitting in the concert hall was very quiet
1513268790	77	wish	HC	9	328	Then, the genie granted his third and final wish
1513268790	78	witch	HC	12	787	The kids thought that the scary old woman was probably a witch
1513268790	79	cave	HC	11	550	The biologist knew that there were bats living in the cave
1513268790	80	teeth	HC	10	470	The dentist was teaching Emma how to clean her teeth
1513268790	81	juice	HC	12	551	He usually eats a whole orange rather than just drinking the juice
1513268790	82	tooth	HC	10	553	He made a dentist appointment to extract his broken tooth
1513268790	83	election	HC	9	300	The senator campaigned in order to win the election
1513268790	84	haircut	HC	8	606	The barber gave Brian a nice looking haircut
1513268790	85	liar	HC	12	465	Because Peter never told the truth, everyone knew he was a liar
1513268790	86	oven	HC	9	501	Jack forgot about the cookies baking in the oven
1513268790	87	vote	HC	11	542	In the election, people younger than eighteen aren't allowed to vote
1513268790	88	throat	HC	10	527	The pill I just swallowed is stuck in my throat
1513268790	89	bleach	HC	11	449	To wash your clothes whiter, you should add a little bleach
1513268790	90	rope	HC	12	603	The climbers and guide were attached to each other by a rope
1513268790	91	ring	HC	10	490	Before proposing to his girlfriend he would need a ring
1513268790	92	lawn	HC	9	300	The owner paid the children to mow the lawn
1513268790	93	pool	HC	10	645	The gym won't let me swim in their heated pool
1513268790	94	relief	HC	12	300	During her painful headache, she took a Tylenol to get some relief
1513268790	95	ink	HC	9	445	His green pen had just run out of ink
1513268790	96	dry	HC	9	644	My wife hangs the wet clothes outside to dry
1513268790	97	desk	HC	13	471	Late at the office, Victor can always be found sitting at his desk
1513268790	98	camp	HC	9	593	The boy scouts hurried back to set up camp
1513268790	99	desert	HC	10	550	Camels can travel across the hot sands of the desert
1513268790	100	bed	HC	11	585	I asked the maid to change the sheets on the bed
1513268790	101	igloo	HC	12	532	Using ice and snow, the traditional Eskimo family built a small igloo
1513268790	102	boring	HC	10	645	Because the work was repetitive, he thought it was boring
1513268790	103	veil	HC	8	300	The bride covered her face with a veil
1513268790	104	vase	HC	11	420	To display the roses, Katie put them in an expensive vase
1513268790	105	business	HC	10	300	They got a loan to start their own small business
1513268790	106	chimney	HC	11	881	Santa lands on the roof and comes down through the chimney
1513268790	107	card	HC	9	700	The cashier asked the customer to swipe his card
1513268790	108	narrow	HC	12	603	They had to walk single file because the path was too narrow
1513268790	109	stage	HC	11	458	The audience shouted ""boo!"" until the actor walked off the stage
1513268790	110	paint	HC	11	592	The artist dipped her brush into a fresh can of paint
1513268790	111	jelly	HC	11	584	She smothered the sandwich with peanut butter and lots of jelly
1513268790	112	knife	HC	9	715	They were cutting the cake using a silver knife
1513268790	113	shelf	HC	7	479	Sarah pulled the book off the shelf
1513268790	114	grace	HC	10	375	Before eating dinner, the family held hands to say grace
1513268790	115	word	HC	10	572	The old couple sat together without speaking a single word
1513268790	116	stain	HC	11	768	Even the professional dry cleaner wasn't able to remove the stain
1513268790	117	sisters	HC	11	679	She was the youngest out of all her brothers and sisters
1513268790	118	tusks	HC	10	470	Elephants are often hunted for the ivory in their tusks
1513268790	119	password	HC	9	606	The website login asks for my username and password
1513268790	120	suit	HC	12	512	To look good at the funeral, he needed to buy a suit
1513268790	121	potato	HC	10	471	She added chives and sour cream to the baked potato
1513268790	122	gallon	HC	9	442	Gasoline usually costs about three dollars for a gallon
1513268790	123	coffee	HC	10	300	Melissa asks for decaf when ordering her cup of coffee
1513268790	124	leather	HC	9	517	The motorcycle jacket was made out of black leather
1513268790	125	laugh	HC	9	520	The birthday card was funny and made me laugh
1513268790	126	dice	HC	12	517	To take her turn at Monopoly, Helen rolled both of the dice
1513268790	127	wet	HC	10	542	The woman would need a raincoat to avoid getting wet
1513268790	128	dress	HC	10	300	Maria thought she looked great in her little black dress
1513268790	129	wool	HC	9	557	Shearing the sheep produced a large amount of wool
1513268790	130	sneeze	HC	8	300	Germs are spread when people cough or sneeze
1513268790	131	hotel	HC	13	505	For their anniversary in Seattle, they booked a room at a nice hotel
1513268790	132	kiss	HC	12	733	The curse could only be broken by her true love's first kiss
1513268790	133	doctor	HC	11	535	My medical records are accessible to the nurse and the doctor
1513268790	134	squid	HC	10	567	The creature was either an octopus or a giant squid
1513268790	135	band	HC	12	526	Jenna loved playing the guitar, so she decided to join the band
1513268790	136	hose	HC	10	542	To water the huge garden, they needed a long hose
1513268790	137	goal	HC	10	495	The soccer team celebrated after their player scored a goal
1513268790	138	soap	HC	10	458	In the shower, he accidentally dropped the bar of soap
1513268790	139	spoon	HC	12	518	After the meal, she ate her sundae with a small metal spoon
1513268790	140	pumpkin	HC	8	409	For Halloween, they were carving a large pumpkin
1513268790	141	library	HC	11	584	Because it was overdue, Billy returned the book to the library
1513268790	142	leaves	HC	6	539	Bill raked up all the leaves
1513268790	143	gloves	HC	7	533	The doctor wore the sterile rubber gloves
1513268790	144	cell	HC	9	300	DNA is housed within the nucleus of a cell
1513268790	145	puddle	HC	10	872	The water from her umbrella collected in a big puddle
1513268790	146	flour	HC	12	614	To keep the dough from sticking, she dusted her hands with flour
1513272011	5	couch	LC	11	824	Before painting, the contractors laid down a tarp on the couch
1513272011	6	zoo	LC	12	641	Jennifer asked a close friend if they could go to the zoo
1513272011	7	stump	LC	12	640	Behind the storage shed, there were some dead branches and a stump
1513272011	8	drought	LC	9	905	They started filming a documentary about last year's drought
1513272011	9	small	LC	11	672	She decided not to apply because the college was too small
1513272011	10	eyes	LC	10	776	Her new wallpaper was the same color as her eyes
1513272011	11	bread	LC	9	976	Laurence woke up early to make his own bread
1513272011	12	loud	LC	11	600	She saw her coworker at the bar, who was very loud
1513272011	13	rain	LC	10	993	She arrived late because she got stuck in the rain
1513272011	14	cure	LC	10	1008	We heard that the remote island has no known cure
1513272011	15	proud	LC	9	680	After his final chemo treatment, he felt very proud
1513272011	16	brake	LC	9	848	We were surprised when Maria stepped on the brake
1513272011	17	speech	LC	11	704	Hamilton and his coworkers were chatting together after the long speech
1513272011	18	hacker	LC	8	704	The software was designed by a brilliant hacker
1513272011	19	truth	LC	11	856	The police officer was unsure if he could find the truth
1513272011	20	cake	LC	11	959	My wife said that she didn't like that kind of cake
1513272011	21	lunch	LC	11	657	He was late because he had to pick up his lunch
1513272011	22	memory	LC	12	889	Ben was always an excellent employee because he had a good memory
1513272011	23	pigs	LC	10	857	Bill checked outside, but he didn't see the little pigs
1513272011	24	axe	LC	9	632	My father scared away the burglars with his axe
1513272011	25	cocoon	LC	11	720	The biologist used the microscope to see inside of the cocoon
1513272011	26	pilot	LC	13	744	When we were told we had to evacuate, we listened to the pilot
1513272011	27	stove	LC	8	753	Jan wasn't able to turn on the stove
1513272011	28	salad	LC	10	750	On the last day, he decided to make a salad
1513272011	29	iron	LC	10	649	I saw some steam coming out of the new iron
1513272011	30	cart	LC	9	688	At work, the assistant needed to find the cart
1513272011	31	gravy	LC	9	728	The restaurant was famous for making a delicious gravy
1513272011	32	floor	LC	8	1032	After the party the butler cleaned the floor
1513272011	33	milk	LC	8	831	The local farmers produced a lot of milk
1513272011	34	napkin	LC	12	855	When he was walking past the kitchen he accidentally dropped a napkin
1513272011	35	clock	LC	11	848	After their trip, they replaced the battery in the old clock
1513272011	36	eat	LC	10	840	My cousin was bored, and she had nothing to eat
1513272011	37	bath	LC	10	776	That weekend, their interior decorator helped them install a bath
1513272011	38	racket	LC	10	839	The crowd watched as the man picked up his racket
1513272011	39	bowl	LC	9	648	Jan was walking and she accidentally dropped her bowl
1513272011	40	vanilla	LC	12	680	He walked down to the supermarket to buy milk, flour, and vanilla
1513272011	41	truck	LC	12	928	Ben was being so violent that he tried to smash the truck
1513272011	42	shark	LC	9	976	Earlier, the dock worker saw a beautiful white shark
1513272011	43	lanes	LC	9	745	The marathon runners will cross more than six lanes
1513272011	44	glasses	LC	10	1110.578466	Her mother was adamant that she has to wear glasses
1513272011	45	pulse	LC	12	648	When the detective arrived at the scene, he looked for a pulse
1513272011	46	sail	LC	14	887	The team had to work for hours to fix the tear in the sail
1513272011	47	circle	LC	10	894	All of the fifth-graders had to get in a circle
1513272011	48	sharp	LC	10	728	His mom sternly warned him because it was very sharp
1513272011	49	lawyer	LC	11	648	When he crashed his car, he decided to call a lawyer
1513272011	50	south	LC	10	880	On their long vacation, the family traveled to the south
1513272011	51	barking	LC	9	880	They knew that Harry kept her awake by barking
1513272011	52	pillow	LC	11	832	When her wallet was missing, she found it under her pillow
1513272011	53	muscle	LC	11	1110.578466	After arriving at the campus, he wanted to build some muscle
1513272011	54	net	LC	9	752	Samantha and Karen suspected it was under the net
1513272011	55	carrot	LC	10	680	In the door of his refrigerator he found a carrot
1513272011	56	yarn	LC	9	704	Emily had trouble finding the right color of yarn
1513272011	57	ballet	LC	12	753	The girl was extremely excited that she was going to learn ballet
1513272011	58	school	LC	9	656	After the horrible flood they built a new school
1513272011	59	balloon	LC	10	944	The woman at the store was buying the red balloon
1513272011	60	wine	LC	10	841	At the market, he bought a new type of wine
1513272011	61	rice	LC	10	744	In the kitchen, she accidentally spilled a bunch of rice
1513272011	62	plane	LC	11	624	After a three hour wait, the men could see the plane
1513272011	63	short	LC	11	872	The parents were worried about Jason because he was very short
1513272011	64	spider	LC	9	728	My husband was trying to catch the large spider
1513272011	65	bomb	LC	10	687	Jonathan was shocked that they decided to use the bomb
1513272011	66	farm	LC	9	744	My uncle is installing solar panels on his farm
1513272011	67	heavy	LC	11	847	The hikers didn't buy the tent because it was too heavy
1513272011	68	wedding	LC	10	848	The lazy teenager didn't want to go to the wedding
1513272011	69	sentence	LC	12	760	The substitute teacher was pretty impressed by the length of the sentence
1513272011	70	light	LC	12	624	You can damage your vision if you keep staring at the light
1513272011	71	tree	LC	10	808	Joan and her decorator decided to add a large tree
1513272011	72	paper	LC	12	688	The two researchers working in the clinical program needed lots of paper
1513272011	73	rake	LC	10	775	He tried to scare off the animal using a rake
1513272011	74	scroll	LC	9	896	The pair of thieves recently stole the ancient scroll
1513272011	149	farmer	MC	11	783	After returning home from the big city, Jim became a farmer
1513272011	150	frame	MC	10	713	The burglar stole the painting but left the elegant frame
1513272011	151	border	MC	10	745	There were lots of intimidating guards stationed at the border
1513272011	152	beak	MC	12	816	The bald eagle was trying to attack the hunters using its beak
1513272011	153	drink	MC	9	720	At the restaurant, he didn't want anything to drink
1513272011	154	mountain	MC	9	728	The couple camped near the side of the mountain
1513272011	155	tent	MC	9	681	The kids at summer camp slept in the tent
1513272011	156	valley	MC	9	785	The team discovered the fertile crops in a valley
1513272011	157	calf	MC	8	705	The farmer gave milk to the brown calf
1513272011	158	candy	MC	10	832	While touring the factory, Bill sampled several pieces of candy
1513272011	159	overdose	MC	7	600	They used naloxone to treat an overdose
1513272011	160	voice	MC	11	720	Before the cameras started rolling, the actress suddenly lost her voice
1513272011	161	sale	MC	9	624	He spent lots of money at the annual sale
1513272011	162	bow	MC	9	600	While facing the target, he picked up his bow
1513272011	163	snake	MC	10	768	He had never been bitten by that type of snake
1513272011	164	stool	MC	9	768	During timeout, Suzie had to sit on a stool
1513272011	165	shaking	MC	9	728	They fled in fear when the house started shaking
1513272011	166	art	MC	10	681	Even though she's blind, she appreciates many types of art
1513272011	167	ideas	MC	10	688	The consultant said that he had run out of ideas
1513272011	168	insulin	MC	8	1072	She brought the needle to inject some insulin
1513272011	169	cross	MC	8	848	The nuns were praying beside the wooden cross
1513272011	170	yearbook	MC	12	671	In high school, I wrote my boyfriend a message in his yearbook
1513272011	171	attic	MC	11	776	There were a lot of old clothes stored in the attic
1513272011	172	fly	MC	11	664	When it's locked in a cage, it can no longer fly
1513272011	173	compass	MC	10	688	My brother always carried a pocket knife and a compass
1513272011	174	hockey	MC	12	1072	My brother got his teeth knocked out while trying to play hockey
1513272011	175	bloom	MC	12	792	The weather's been so nice that the plants have started to bloom
1513272011	176	air	MC	9	777	The factory built expensive machines to filter the air
1513272011	177	diaper	MC	10	1103.927241	Before leaving the driveway, my wife checked the baby's diaper
1513272011	178	fruit	MC	8	664	The farmers were selling a lot of fruit
1513272011	179	wood	MC	11	672	To repair the cabinet, he needed several different types of wood
1513272011	180	dove	MC	11	664	Perched up on the powerline he saw a small, white dove
1513272011	181	font	MC	12	759	Brenda is the editor, and she recently decided to switch the font
1513272011	182	radio	MC	12	904	The woman learned some news about the approaching hurricane on the radio
1513272011	183	island	MC	13	847	The rescue workers recently found an old hermit living alone on the island
1513272011	184	night	MC	10	753	To keep their relationship secret, they usually meet at night
1513272011	185	flower	MC	11	1103.927241	As an anniversary gift, she received a rare kind of flower
1513272011	186	spell	MC	9	760	The students at Hogwarts had trouble understanding the spell
1513272011	187	stripes	MC	10	1064	It's easy to recognize a bumblebee because of its stripes
1513272011	188	sleep	MC	10	832	My nephew told us that he didn't want to sleep
1513272011	189	sign	MC	11	672	On their country drive, they had trouble seeing the small sign
1513272011	190	coin	MC	13	1024	Because it was rare, he could get some money from selling the coin
1513272011	191	hand	MC	12	809	I couldn't finish writing, because there was something wrong with my hand
1513272011	192	soda	MC	10	809	They were out of lemonade, so instead they drank soda
1513272011	193	needle	MC	11	848	The woman accidentally poked herself with the tip of the needle
1513272011	194	choir	MC	7	721	Every Easter, they heard the church choir
1513272011	195	bees	MC	9	790	She is deathly allergic to those types of bees
1513272011	196	chalk	MC	13	912	After decades, the instructor decided to switch to a new brand of chalk
1513272011	197	elves	MC	10	711	His children thought the games were made by the elves
1513272011	198	skin	MC	10	896	The chemicals floating in the water can damage your skin
1513272011	199	sugar	MC	10	809	My wife didn't notice that I added some more sugar
1513272011	200	siren	MC	11	888	When Dennis got closer to the intersection he heard the siren
1513272011	201	shield	MC	11	903	In the warrior's tomb, the team discovered a large wooden shield
1513272011	202	party	MC	9	768	On the last day, there was a huge party
1513272011	203	court	MC	10	815	Susan was angry at Eric and took him to court
1513272011	204	tea	MC	11	728	At the breakfast buffet, the conference was serving coffee and tea
1513272011	205	lipstick	MC	12	688	At the premier, she wore a black dress and some red lipstick
1513272011	206	banana	MC	9	768	Because of fruit flies, he threw away the banana
1513272011	207	nest	MC	11	855	Up in the poplar tree, the stray cat found a nest
1513272011	208	murder	MC	11	888	Our son was innocent and shouldn't have been arrested for murder
1513272011	209	crown	MC	10	895	On the king's nightstand, the men saw a golden crown
1513272011	210	army	MC	7	1008	George chose not to join the army
1513272011	211	neck	MC	12	783	Of all the animals, the flamingo is known for its long neck
1513272011	212	keys	MC	10	982	As she rushed out, she forgot to take her keys
1513272011	213	chess	MC	8	770	The two Russians played another round of chess
1513272011	214	poison	MC	11	960	They were finally able to solve the mouse problem with poison
1513272011	215	gold	MC	11	759	The miners were able to extract lots of iron and gold
1513272011	216	sour	MC	10	656	She spat out the fruit because it was too sour
1513272011	217	blood	MC	9	792	The cafeteria in the prison was covered in blood
1513272011	218	quiet	MC	12	801	The group of people sitting in the concert hall was very quiet
1513272011	77	wish	HC	9	880	Then, the genie granted his third and final wish
1513272011	78	witch	HC	12	863	The kids thought that the scary old woman was probably a witch
1513272011	79	cave	HC	11	784	The biologist knew that there were bats living in the cave
1513272011	80	teeth	HC	10	768	The dentist was teaching Emma how to clean her teeth
1513272011	81	juice	HC	12	816	He usually eats a whole orange rather than just drinking the juice
1513272011	82	tooth	HC	10	713	He made a dentist appointment to extract his broken tooth
1513272011	83	election	HC	9	784	The senator campaigned in order to win the election
1513272011	84	haircut	HC	8	776	The barber gave Brian a nice looking haircut
1513272011	85	liar	HC	12	664	Because Peter never told the truth, everyone knew he was a liar
1513272011	86	oven	HC	9	904	Jack forgot about the cookies baking in the oven
1513272011	87	vote	HC	11	695	In the election, people younger than eighteen aren't allowed to vote
1513272011	88	throat	HC	10	792	The pill I just swallowed is stuck in my throat
1513272011	89	bleach	HC	11	709	To wash your clothes whiter, you should add a little bleach
1513272011	90	rope	HC	12	679	The climbers and guide were attached to each other by a rope
1513272011	91	ring	HC	10	784	Before proposing to his girlfriend he would need a ring
1513272011	92	lawn	HC	9	656	The owner paid the children to mow the lawn
1513272011	93	pool	HC	10	817	The gym won't let me swim in their heated pool
1513272011	94	relief	HC	12	656	During her painful headache, she took a Tylenol to get some relief
1513272011	95	ink	HC	9	825	His green pen had just run out of ink
1513272011	96	dry	HC	9	711	My wife hangs the wet clothes outside to dry
1513272011	97	desk	HC	13	728	Late at the office, Victor can always be found sitting at his desk
1513272011	98	camp	HC	9	713	The boy scouts hurried back to set up camp
1513272011	99	desert	HC	10	895	Camels can travel across the hot sands of the desert
1513272011	100	bed	HC	11	760	I asked the maid to change the sheets on the bed
1513272011	101	igloo	HC	12	912	Using ice and snow, the traditional Eskimo family built a small igloo
1513272011	102	boring	HC	10	888	Because the work was repetitive, he thought it was boring
1513272011	103	veil	HC	8	840	The bride covered her face with a veil
1513272011	104	vase	HC	11	712	To display the roses, Katie put them in an expensive vase
1513272011	105	business	HC	10	935	They got a loan to start their own small business
1513272011	106	chimney	HC	11	799	Santa lands on the roof and comes down through the chimney
1513272011	107	card	HC	9	839	The cashier asked the customer to swipe his card
1513272011	108	narrow	HC	12	808	They had to walk single file because the path was too narrow
1513272011	109	stage	HC	11	641	The audience shouted ""boo!"" until the actor walked off the stage
1513272011	110	paint	HC	11	704	The artist dipped her brush into a fresh can of paint
1513272011	111	jelly	HC	11	661	She smothered the sandwich with peanut butter and lots of jelly
1513272011	112	knife	HC	9	672	They were cutting the cake using a silver knife
1513272011	113	shelf	HC	7	654	Sarah pulled the book off the shelf
1513272011	114	grace	HC	10	744	Before eating dinner, the family held hands to say grace
1513272011	115	word	HC	10	784	The old couple sat together without speaking a single word
1513272011	116	stain	HC	11	721	Even the professional dry cleaner wasn't able to remove the stain
1513272011	117	sisters	HC	11	784	She was the youngest out of all her brothers and sisters
1513272011	118	tusks	HC	10	935	Elephants are often hunted for the ivory in their tusks
1513272011	119	password	HC	9	752	The website login asks for my username and password
1513272011	120	suit	HC	12	799	To look good at the funeral, he needed to buy a suit
1513272011	121	potato	HC	10	968	She added chives and sour cream to the baked potato
